function,time,time2,Good_J,Good_NJ,Bad_J,Bad_NJ,Nat_J,Nat_NJ
write_to_fd==1063==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py,0.043,0.015,1,3,0,0,0,0
expect==103==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/parser.py,0.043,0.023,1,1,1,0,0,1
<genexpr>==69==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/middleware/csrf.py,0.043,0.125,1,0,1,1,0,1
__init__==52==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/markdown/blockprocessors.py,0.042,0.002,0,4,0,0,0,0
get_db_prep_save==750==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py,0.042,0.040,1,1,1,0,0,1
get_random_string==54==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/crypto.py,0.042,0.011,3,0,0,0,1,0
<module>==1==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/unittest/__init__.py,0.042,0.039,0,0,0,0,0,4
set_script_prefix==102==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/urls/base.py,0.042,0.026,0,1,1,1,0,1
super==75==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loader_tags.py,0.042,0.026,1,1,0,0,1,1
headers_received==218==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/httpserver.py,0.042,0.111,0,0,1,2,0,1
<dictcomp>==424==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/defaulttags.py,0.041,0.014,1,2,0,0,1,0
configurable_default==240==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/ioloop.py,0.041,0.013,0,4,0,0,0,0
get_extra_restriction==149==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/reverse_related.py,0.041,0.044,1,0,1,1,0,1
_parse_body==458==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/httputil.py,0.041,0.026,0,1,1,0,0,2
normalize==50==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/regex_helper.py,0.041,0.012,2,1,1,0,0,0
raise_exc_info==2==<string>,0.041,0.007,0,4,0,0,0,0
do_extends==283==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loader_tags.py,0.041,0.062,0,0,1,3,0,0
categories==29==/home/seasun/jit_test/application/saleor/saleor/core/context_processors.py,0.041,0.041,1,0,0,1,0,2
activate==160==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/translation/__init__.py,0.041,0.037,0,0,0,0,1,3
errors==157==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/forms.py,0.041,0.017,0,2,1,0,0,1
<genexpr>==55==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/middleware/csrf.py,0.041,0.053,1,0,2,0,1,0
__new__==31==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/forms.py,0.040,0.014,1,0,1,0,2,0
_translate_lookups==390==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/mptt/managers.py,0.040,0.025,0,2,1,0,1,0
getcallargs==903==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/inspect.py,0.040,0.011,0,3,0,0,0,1
<genexpr>==169==/home/seasun/jit_test/application/saleor/saleor/product/models.py,0.040,0.036,2,0,0,0,0,2
clean_fields==1234==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/base.py,0.040,0.045,0,0,1,2,0,1
_engine_list==71==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loader.py,0.040,0.026,1,3,0,0,0,0
update_dimension_fields==431==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/files.py,0.040,0.024,1,2,1,0,0,0
__iter__==601==<builtin>/2.7/_abcoll.py,0.040,0.031,0,0,0,2,0,2
get_variant_picker_data==156==/home/seasun/jit_test/application/saleor/saleor/product/utils.py,0.040,0.030,0,1,0,0,0,3
tz==64==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context_processors.py,0.040,0.071,1,1,0,2,0,0
resolve_id==104==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphene_django/types.py,0.040,0.061,1,2,0,1,0,0
__getitem__==53==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/urls/resolvers.py,0.040,0.040,1,0,1,1,0,1
_is_unicode==1054==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/urllib.py,0.040,0.014,1,1,0,0,0,2
<module>==1==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/test/utils.py,0.040,0.030,0,0,0,1,0,3
<module>==2==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/cssutils/__init__.py,0.040,0.054,0,1,0,1,0,2
_deepcopy_atomic==198==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/copy.py,0.039,0.195,1,0,2,1,0,0
find_template==101==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loader_tags.py,0.039,0.055,0,0,2,1,0,1
product_json_ld==121==/home/seasun/jit_test/application/saleor/saleor/product/utils.py,0.039,0.102,0,0,1,3,0,0
_setup==379==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py,0.039,0.047,0,0,1,1,0,2
<module>==1==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/translation/trans_real.py,0.039,0.035,0,0,0,0,0,4
parse_document==186==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/parser.py,0.039,0.002,0,4,0,0,0,0
getline==13==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/linecache.py,0.039,0.048,0,1,1,1,0,1
update==129==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/contrib/messages/storage/base.py,0.039,0.027,1,2,0,0,1,0
__new__==69==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/google_measurement_protocol/__init__.py,0.039,0.046,1,0,1,0,0,2
_decode_uint==91==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/maxminddb/decoder.py,0.039,0.069,1,0,1,2,0,0
debug==38==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context_processors.py,0.039,0.084,0,0,0,1,2,1
is_hidden==189==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/boundfield.py,0.039,0.052,0,0,1,2,1,0
encode==253==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/contrib/auth/hashers.py,0.039,0.002,0,3,0,0,0,1
add_widget_attrs==355==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/bootstrap3/renderers.py,0.038,0.156,0,0,1,3,0,0
_set_read_callback==668==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py,0.038,0.092,1,0,0,1,0,2
<module>==1==/home/seasun/jit_test/application/saleor/saleor/data_feeds/google_merchant.py,0.038,0.038,0,0,0,0,0,4
next_token==42==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/lexer.py,0.038,0.046,2,0,0,0,1,1
start_serving==703==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/http1connection.py,0.038,0.050,1,1,0,1,1,0
__init__==14==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/response.py,0.038,0.019,0,2,0,0,1,1
send==221==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/socket.py,0.038,0.099,1,0,0,1,0,2
_create==483==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/datetime.py,0.038,0.048,0,1,0,0,1,2
render==100==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/response.py,0.038,0.072,0,1,0,1,1,1
_start_node==126==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/maxminddb/reader.py,0.038,0.011,1,3,0,0,0,0
<module>==1==/home/seasun/jit_test/application/saleor/saleor/cart/utils.py,0.038,0.016,0,2,0,0,0,2
__init__==25==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/loader_tags.py,0.037,0.092,0,0,1,3,0,0
<module>==1==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/__init__.py,0.037,0.012,0,4,0,0,0,0
memoize==110==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/cPickle.py,0.037,0.027,0,0,0,0,2,2
__init__==98==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/sre_parse.py,0.037,0.010,2,1,0,0,1,0
db_manager==132==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/manager.py,0.037,0.038,1,0,1,0,0,2
getlines==33==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/linecache.py,0.037,0.044,0,2,1,0,0,1
<module>==1==/home/seasun/jit_test/application/saleor/saleor/checkout/views/discount.py,0.037,0.025,0,1,0,0,0,3
get_absolute_url==246==/home/seasun/jit_test/application/saleor/saleor/product/models.py,0.037,0.026,0,1,1,0,1,1
<lambda>==927==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/gen.py,0.037,0.042,1,1,0,0,1,1
get_chunk_url==48==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/webpack_loader/loader.py,0.037,0.011,1,2,0,0,0,1
health_check_wrapper==3==/home/seasun/jit_test/application/saleor/saleor/wsgi/health_check.py,0.036,0.026,0,0,1,0,0,3
ip_address==135==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/ipaddress.py,0.036,0.044,0,1,1,0,0,2
<module>==1==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django_countries/fields.py,0.036,0.045,0,0,0,0,0,4
parent_attr==370==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/mptt/managers.py,0.036,0.020,2,2,0,0,0,0
__len__==30==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/UserList.py,0.036,0.014,0,2,0,0,1,1
unpack_type==50==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/maxminddb/decoder.py,0.036,0.077,1,0,1,1,0,1
append_to_field==451==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/bootstrap3/renderers.py,0.036,0.024,0,2,0,0,1,1
<genexpr>==214==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/views/i18n.py,0.036,0.076,1,0,3,0,0,0
__subclasscheck__==148==<builtin>/2.7/abc.py,0.036,0.030,0,1,0,0,0,3
__init__==26==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/library.py,0.036,0.031,1,0,0,1,1,1
dump==220==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/pickle.py,0.036,0.039,0,0,1,1,0,2
as_sql==992==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/sql/compiler.py,0.036,0.035,0,0,1,0,0,3
get_bound_field==201==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/fields.py,0.036,0.054,1,1,0,2,0,0
getargspec==8==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/inspect.py,0.036,0.096,1,0,0,3,0,0
is_same_domain==272==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/http.py,0.036,0.023,1,2,0,0,0,1
get_named_type==73==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/type/definition.py,0.036,0.041,0,0,2,1,1,0
copy_exception==71==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/backends/django.py,0.036,0.024,0,1,1,1,0,1
<module>==1==/home/seasun/jit_test/application/saleor/saleor/discount/models.py,0.036,0.019,0,1,0,1,0,2
_connect_sync==140==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/psycopg2cffi-2.7.5-py2.7-linux-x86_64.egg/psycopg2cffi/_impl/connection.py,0.036,0.106,0,0,0,3,0,1
enter_Field==8==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/validation/rules/scalar_leafs.py,0.035,0.011,1,1,1,0,0,1
now==320==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/timezone.py,0.035,0.038,0,0,0,2,0,2
__get__==188==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django_countries/fields.py,0.035,0.049,0,1,0,1,1,1
get_filename_key==71==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/versatileimagefield/datastructures/sizedimage.py,0.035,0.065,2,0,0,2,0,0
__init__==284==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/widgets.py,0.035,0.028,2,1,0,0,1,0
is_valid_django_model==62==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphene_django/utils.py,0.035,0.041,1,0,1,1,0,1
__init__==6==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/UserList.py,0.035,0.111,0,0,0,3,1,0
_clean_fields==374==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/forms.py,0.035,0.014,0,1,0,0,1,2
read_response==138==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/http1connection.py,0.035,0.038,0,0,1,2,0,1
serialize_decimal==116==/home/seasun/jit_test/application/saleor/saleor/core/utils/__init__.py,0.035,0.022,1,1,1,0,0,1
find_filter==605==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/base.py,0.035,0.070,1,0,1,2,0,0
parse_header==303==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/cgi.py,0.035,0.069,0,0,1,3,0,0
summary==107==/home/seasun/jit_test/application/saleor/saleor/cart/views.py,0.035,0.040,0,0,0,2,0,2
__init__==106==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/json/encoder.py,0.035,0.027,0,0,1,0,1,2
__init__==1674==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,0.035,0.031,0,0,2,1,0,1
resolve_availability==70==/home/seasun/jit_test/application/saleor/saleor/graphql/api.py,0.035,0.021,0,1,0,3,0,0
marker==190==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/cPickle.py,0.035,0.060,1,0,2,0,1,0
swapped==343==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/options.py,0.035,0.031,0,0,1,1,1,1
type_from_ast==5==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/utils/type_from_ast.py,0.035,0.032,0,0,1,1,1,1
resolve_thumbnail_url==55==/home/seasun/jit_test/application/saleor/saleor/graphql/api.py,0.035,0.011,2,1,1,0,0,0
__str__==62==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django_countries/fields.py,0.035,0.008,2,2,0,0,0,0
get_source_expressions==135==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/expressions.py,0.035,0.016,1,1,0,1,1,0
ordered==1011==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,0.034,0.052,0,0,1,2,0,1
request_time==426==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/httputil.py,0.034,0.037,1,0,0,1,0,2
<module>==1==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/social_core/storage.py,0.034,0.026,0,0,0,1,0,3
formfield==835==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py,0.034,0.068,1,0,1,1,0,1
<genexpr>==276==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/urls/resolvers.py,0.034,0.050,1,0,1,1,0,1
is_composite_type==51==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/type/definition.py,0.034,0.007,3,1,0,0,0,0
reraise==84==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/backends/django.py,0.034,0.016,0,1,0,1,1,1
hidden_fields==471==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/forms.py,0.034,0.007,1,2,0,0,0,1
get_reverse_related_filter==329==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related.py,0.034,0.058,1,1,0,1,1,0
unique_for_country_code==50==/home/seasun/jit_test/application/saleor/saleor/shipping/models.py,0.034,0.036,0,1,0,1,0,2
add_prefix==171==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/forms.py,0.034,0.068,0,0,1,1,2,0
close==315==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/http/request.py,0.034,0.036,0,0,1,0,0,3
to_python==1074==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py,0.034,0.032,2,0,0,0,1,1
<module>==2==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/encoding.py,0.034,0.035,0,0,0,0,0,4
__init__==251==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/functional.py,0.033,0.049,1,0,0,2,1,0
append==155==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/sre_parse.py,0.033,0.107,0,0,3,1,0,0
__deepcopy__==538==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/widgets.py,0.033,0.009,2,2,0,0,0,0
_serialize_html==140==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/markdown/serializers.py,0.033,0.005,0,3,0,0,0,1
__str__==51==/home/seasun/jit_test/application/saleor/saleor/product/models.py,0.033,0.012,1,1,0,1,1,0
parse_string_literal==87==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/type/scalars.py,0.033,0.001,2,2,0,0,0,0
csrf==20==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/context_processors.py,0.033,0.017,1,2,1,0,0,0
base64==6==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql_relay/utils.py,0.033,0.011,1,1,0,1,1,0
<genexpr>==139==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/related_descriptors.py,0.033,0.092,0,0,3,0,1,0
__init__==104==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/templatetags/i18n.py,0.033,0.014,1,3,0,0,0,0
leave_Field==129==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/utils/type_info.py,0.032,0.021,2,0,1,1,0,0
text_concat==20==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/bootstrap3/text.py,0.032,0.038,0,1,0,1,0,2
render==129==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/templatetags/i18n.py,0.032,0.008,0,2,0,1,1,0
_match_choices==83==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/i18naddress/__init__.py,0.032,0.016,1,1,1,0,1,0
formatdate==124==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/email/utils.py,0.032,0.051,0,0,1,3,0,0
get_site_settings_from_request==6==/home/seasun/jit_test/application/saleor/saleor/site/utils.py,0.032,0.028,1,0,0,0,1,2
<module>==1==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/backends/postgresql/base.py,0.032,0.028,0,1,0,0,0,3
__init__==809==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/ast.py,0.032,0.007,1,3,0,0,0,0
set==451==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/Cookie.py,0.032,0.009,1,2,0,0,0,1
default_resolver==198==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphene/types/typemap.py,0.032,0.059,1,0,1,1,1,0
__init__==14==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/lexer.py,0.032,0.043,1,0,2,1,0,0
__init__==173==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/ast.py,0.032,0.016,1,2,0,1,0,0
exists==40==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/babel/localedata.py,0.032,0.033,0,0,1,1,1,1
parseBlocks==82==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/markdown/blockparser.py,0.032,0.022,1,3,0,0,0,0
get_anonymous_cart_from_token==139==/home/seasun/jit_test/application/saleor/saleor/cart/utils.py,0.032,0.007,1,3,0,0,0,0
_from_microseconds==477==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib_pypy/datetime.py,0.031,0.016,0,4,0,0,0,0
__hash__==205==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/uuid.py,0.031,0.026,1,0,0,0,1,2
bootstrap_field==372==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/bootstrap3/templatetags/bootstrap3.py,0.031,0.012,0,1,1,2,0,0
country==201==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django_countries/fields.py,0.031,0.017,1,1,1,1,0,0
upath==35==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/_os.py,0.031,0.005,0,4,0,0,0,0
_collect_conflicts_within==295==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/validation/rules/overlapping_fields_can_be_merged.py,0.031,0.015,0,1,1,0,1,1
login_redirect==38==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/social_django/context_processors.py,0.031,0.025,0,0,1,0,0,3
<module>==1==/home/seasun/jit_test/application/saleor/saleor/userprofile/models.py,0.031,0.031,0,1,0,0,0,3
_handle_read==653==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/iostream.py,0.031,0.026,0,1,1,1,0,1
value_from_object==873==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py,0.031,0.028,1,0,0,0,1,2
<genexpr>==290==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/wsgi.py,0.031,0.025,0,0,0,1,3,0
enter_Field==44==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/validation/rules/fields_on_correct_type.py,0.031,0.013,3,0,0,1,0,0
to_locale==66==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/utils/translation/trans_real.py,0.030,0.054,0,0,1,2,1,0
wrap_label_and_field==526==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/bootstrap3/renderers.py,0.030,0.034,0,1,0,0,1,2
_load_post_and_files==283==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/http/request.py,0.030,0.069,0,0,1,2,0,1
<module>==1==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/contrib/auth/base_user.py,0.030,0.013,0,3,0,0,0,1
run==327==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/markdown/preprocessors.py,0.030,0.002,0,3,0,0,0,1
setsockopt==1==<string>,0.030,0.018,0,2,0,0,0,2
get_prep_value==1021==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/__init__.py,0.030,0.040,2,0,0,1,0,1
content==135==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/template/response.py,0.030,0.044,0,0,1,2,0,1
validate_autopk_value==434==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/backends/base/operations.py,0.030,0.053,2,0,1,0,0,1
<module>==3==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/requests/compat.py,0.030,0.023,0,0,0,0,0,4
parse_name==175==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/parser.py,0.030,0.023,0,0,1,2,0,1
do_block_translate==419==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/templatetags/i18n.py,0.029,0.047,0,0,2,2,0,0
__new__==8==<string>,0.029,0.044,0,2,0,1,0,1
resolve_attributes==260==/home/seasun/jit_test/application/saleor/saleor/graphql/api.py,0.029,0.005,0,4,0,0,0,0
chain_future==503==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/concurrent.py,0.029,0.052,0,1,0,2,1,0
create==392==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,0.029,0.004,0,3,1,0,0,0
url_unescape==114==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/escape.py,0.029,0.033,0,0,1,0,0,3
save_unicode==500==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/lib-python/2.7/pickle.py,0.029,0.025,0,0,0,0,2,2
set_exception==281==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/tornado/concurrent.py,0.029,0.062,0,2,0,1,1,0
prefetch_related==867==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/query.py,0.029,0.056,1,0,0,3,0,0
tag==675==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/forms/widgets.py,0.029,0.013,0,2,0,0,1,1
<module>==1==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/views/__init__.py,0.029,0.037,0,0,0,0,0,4
items==160==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/http/response.py,0.029,0.010,0,1,0,0,1,2
<module>==35==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/mock/mock.py,0.029,0.055,0,0,0,1,0,3
is_hidden==142==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/db/models/fields/reverse_related.py,0.028,0.035,0,0,1,1,0,2
read_string==314==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/graphql/language/lexer.py,0.028,0.005,2,2,0,0,0,0
<module>==1==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/geolite2.py,0.028,0.019,0,3,0,0,0,1
get_session_auth_hash==133==/home/seasun/Programs/PyPy/pypy2-v5.7.1-linux64/site-packages/django/contrib/auth/base_user.py,0.028,0.015,0,3,0,1,0,0
